
------- Starting Log at: 10/11/2024, 10:02:28
This Arduino Board: Arduino Leonardo (COM4) on Port: COM4
71183,1438,759,3024,84,C,1445
71184,1438,756,3024,84,C,1439
71185,1438,758,3024,84,C,1443
71186,1438,758,3024,84,C,1443
71187,1438,758,3024,84,C,1443
71188,1438,759,3024,84,C,1445
71189,1438,758,3024,84,C,1443
71190,1438,758,3024,84,C,1443
71191,1438,758,3024,84,C,1443
71192,1438,758,3024,84,C,1443
71193,1438,758,3024,84,C,1443
71194,1438,758,3024,84,C,1443
71195,1438,758,3024,84,C,1443
71196,1438,758,3024,84,C,1443
71197,1438,758,3024,84,C,1443
71198,1438,758,3024,84,C,1443
71199,1438,758,3024,84,C,1443
71200,1438,758,3024,84,C,1443
71201,1438,758,3024,84,C,1443
71202,1438,758,3024,84,C,1443
71203,1438,758,3024,84,C,1443
71204,1438,757,3024,84,C,1441
71205,1438,757,3024,84,C,1441
71206,1438,757,3024,84,C,1441
71207,1438,757,3024,84,C,1441
71208,1438,757,3024,84,C,1441
71209,1438,757,3024,84,C,1441
71210,1438,757,3024,84,C,1441
71211,1438,757,3024,84,C,1441
71212,1438,757,3024,84,C,1441
71213,1438,757,3024,84,C,1441
71214,1438,757,3024,84,C,1441
71215,1438,757,3024,84,C,1441
71216,1438,757,3024,84,C,1441
71217,1438,757,3024,84,C,1441
71218,1438,757,3024,84,C,1441
71219,1438,757,3024,84,C,1441
71220,1438,757,3024,84,C,1441
71221,1438,757,3024,84,C,1441
71222,1438,757,3024,84,C,1441
71223,1438,757,3024,84,C,1441
71224,1438,757,3024,84,C,1441
71225,1438,756,3024,84,C,1439
71226,1438,756,3024,84,C,1439
71227,1438,756,3024,84,C,1439
71228,1438,757,3024,84,C,1441
71229,1438,756,3024,84,C,1439
71230,1438,756,3024,84,C,1439
71231,1438,756,3024,84,C,1439
71232,1438,756,3024,84,C,1439
71233,1438,756,3024,84,C,1439
71234,1438,756,3024,84,C,1439
71235,1438,756,3024,84,C,1439
71236,1438,756,3024,84,C,1439
71237,1438,756,3024,84,C,1439
71238,1438,756,3024,84,C,1439
71239,1438,756,3024,84,C,1439
71240,1438,756,3024,84,C,1439
71241,1438,756,3024,84,C,1439
71242,1438,756,3024,84,C,1439
71243,1438,756,3024,84,C,1439
71244,1438,756,3024,84,C,1439
PC: 'Start 8W Load
Unknown command ['Start 8W Load].
H for Help

71245,1438,756,3024,84,C,1439
71246,1437,755,3024,84,C,1437
71247,1436,753,3024,84,C,1433
71248,1435,752,2880,80,C,1431
71249,1434,751,2880,80,C,1429
71250,1433,750,2880,80,C,1427
71251,1432,749,2736,76,C,1426
71252,1431,748,2736,76,C,1424
71253,1429,747,3600,100,D,1422
71254,1428,747,3600,100,D,1422
71255,1427,746,3600,100,D,1420
71256,1425,745,3600,100,D,1418
71257,1423,744,3600,100,D,1416
71258,1421,743,3600,100,D,1414
71259,1420,743,3600,100,D,1414
71260,1419,742,3600,100,D,1412
71261,1417,741,3600,100,D,1410
71262,1416,741,3600,100,D,1410
71263,1415,740,3600,100,D,1408
71264,1414,740,3600,100,D,1408
71265,1413,739,3600,100,D,1406
71266,1412,738,3600,100,D,1405
71267,1411,738,3600,100,D,1405
71268,1410,737,3600,100,D,1403
71269,1409,737,3600,100,D,1403
71270,1408,736,3600,100,D,1401
71271,1406,735,3600,100,D,1399
71272,1405,735,3600,100,D,1399
71273,1404,734,3600,100,D,1397
71274,1403,734,3600,100,D,1397
71275,1402,733,3600,100,D,1395
71276,1401,733,3600,100,D,1395
71277,1400,733,3600,100,D,1395
71278,1399,732,3600,100,D,1393
71279,1398,732,3600,100,D,1393
71280,1397,731,3600,100,D,1391
71281,1396,731,3600,100,D,1391
71282,1395,730,3600,100,D,1389
71283,1394,730,3600,100,D,1389
71284,1393,729,3600,100,D,1387
71285,1392,729,3600,100,D,1387
71286,1391,729,3600,100,D,1387
71287,1390,728,3600,100,D,1386
71288,1389,728,3600,100,D,1386
71289,1388,727,3600,100,D,1384
71290,1387,727,3600,100,D,1384
71291,1386,727,3600,100,D,1384
71292,1385,726,3600,100,D,1382
71293,1384,726,3600,100,D,1382
71294,1383,725,3600,100,D,1380
71295,1382,725,3600,100,D,1380
71296,1381,725,3600,100,D,1380
71297,1380,724,3600,100,D,1378
71298,1379,724,3600,100,D,1378
71299,1378,724,3600,100,D,1378
71300,1378,724,3600,100,D,1378
71301,1377,723,3600,100,D,1376
71302,1376,723,3600,100,D,1376
71303,1376,723,3600,100,D,1376
71304,1375,722,3600,100,D,1374
71305,1374,722,3600,100,D,1374
71306,1374,722,3600,100,D,1374
71307,1373,721,3600,100,D,1372
71308,1372,721,3600,100,D,1372
71309,1372,721,3600,100,D,1372
71310,1371,720,3600,100,D,1370
71311,1370,720,3600,100,D,1370
71312,1370,720,3600,100,D,1370
71313,1369,719,3492,97,D,1368
71314,1368,719,3492,97,D,1368
71315,1368,719,3492,97,D,1368
71316,1368,719,3492,97,D,1368
71317,1368,719,3492,97,D,1368
71318,1367,718,3492,97,D,1367
71319,1367,718,3492,97,D,1367
71320,1367,718,3492,97,D,1367
71321,1366,717,3348,93,D,1365
71322,1365,717,3348,93,D,1365
71323,1365,717,3348,93,D,1365
71324,1365,717,3348,93,D,1365
71325,1364,716,3348,93,D,1363
71326,1363,716,3204,89,D,1363
71327,1363,716,3204,89,D,1363
71328,1363,716,3204,89,D,1363
71329,1362,715,3204,89,D,1361
71330,1361,715,3204,89,D,1361
71331,1361,715,3204,89,D,1361
71332,1361,715,3204,89,D,1361
71333,1361,715,3204,89,D,1361
71334,1360,714,3060,85,D,1359
71335,1359,714,3060,85,D,1359
71336,1359,714,3060,85,D,1359
71337,1359,714,3060,85,D,1359
71338,1359,714,3060,85,D,1359
71339,1358,713,3060,85,D,1357
71340,1357,713,2916,81,D,1357
71341,1357,713,2916,81,D,1357
71342,1357,713,2916,81,D,1357
71343,1356,712,2916,81,D,1355
71344,1355,712,2916,81,D,1355
71345,1355,712,2916,81,D,1355
71346,1355,712,2916,81,D,1355
71347,1355,712,2916,81,D,1355
71348,1355,712,2916,81,D,1355
71349,1354,711,2772,77,D,1353
71350,1353,711,2772,77,D,1353
71351,1353,711,2772,77,D,1353
71352,1353,711,2772,77,D,1353
71353,1353,711,2772,77,D,1353
71354,1352,710,2772,77,D,1351
71355,1351,710,2628,73,D,1351
71356,1351,710,2628,73,D,1351
71357,1351,710,2628,73,D,1351
71358,1351,710,2628,73,D,1351
71359,1351,710,2628,73,D,1351
71360,1351,710,2628,73,D,1351
71361,1350,709,2628,73,D,1349
71362,1349,709,2628,73,D,1349
71363,1349,709,2628,73,D,1349
71364,1349,709,2628,73,D,1349
71365,1349,709,2628,73,D,1349
71366,1349,709,2628,73,D,1349
