
------- Starting Log at: 10/11/2024, 15:23:21
This Arduino Board: Arduino Leonardo (COM4) on Port: COM4
90437,1429,754,2664,74,C,1435
90438,1429,754,2664,74,C,1435
90439,1429,754,2664,74,C,1435
90440,1429,754,2664,74,C,1435
90441,1429,754,2664,74,C,1435
90442,1429,754,2664,74,C,1435
90443,1429,754,2664,74,C,1435
90444,1429,754,2664,74,C,1435
90445,1429,754,2664,74,C,1435
90446,1429,754,2664,74,C,1435
90447,1429,753,2664,74,C,1433
90448,1429,753,2664,74,C,1433
90449,1429,753,2664,74,C,1433
90450,1429,753,2664,74,C,1433
90451,1429,754,2664,74,C,1435
PC: '200W Load90452,1429,753,2664,74,C,1433

Unknown command ['200W Load].
H for Help

90453,1429,753,2664,74,C,1433
90454,1429,753,2664,74,C,1433
90455,1424,732,3600,100,D,1393
90456,1414,706,3600,100,D,1344
90457,1402,695,3600,100,D,1323
90458,1390,688,3600,100,D,1309
90459,1378,683,3600,100,D,1300
90460,1367,679,3384,94,D,1292
90461,1357,676,2916,81,D,1287
90462,1347,674,2448,68,D,1283
90463,1338,672,2016,56,D,1279
90464,1330,670,1620,45,D,1275
90465,1322,669,1224,34,D,1273
90466,1315,668,900,25,D,1271
90467,1309,667,684,19,D,1269
90468,1304,667,684,19,D,1269
90469,1299,666,648,18,D,1268
90470,1295,666,648,18,D,1268
90471,1291,666,612,17,D,1268
90472,1293,689,612,17,D,1311
90473,1295,691,288,8,C,1315
90474,1297,692,288,8,C,1317
90475,1299,693,288,8,C,1319
90476,1301,694,288,8,C,1321
90477,1303,695,324,9,C,1323
90478,1308,708,324,9,C,1347
90479,1313,710,360,10,C,1351
90480,1318,711,396,11,C,1353
90481,1322,712,396,11,C,1355
90482,1326,713,432,12,C,1357
90483,1330,714,432,12,C,1359
90484,1333,715,468,13,C,1361
90485,1336,716,468,13,C,1363
90486,1339,717,468,13,C,1365
90487,1342,718,504,14,C,1367
90488,1345,718,504,14,C,1367
90489,1347,719,504,14,C,1368
90490,1349,720,504,14,C,1370
90491,1351,721,504,14,C,1372
90492,1353,722,540,15,C,1374
90493,1355,723,540,15,C,1376
90494,1357,724,540,15,C,1378
90495,1359,725,540,15,C,1380
90496,1361,726,576,16,C,1382
90497,1363,727,576,16,C,1384
90498,1366,729,612,17,C,1387
90499,1369,731,612,17,C,1391
90500,1372,734,612,17,C,1397
90501,1375,736,648,18,C,1401
90502,1379,740,648,18,C,1408
90503,1383,744,684,19,C,1416
90504,1388,748,684,19,C,1424
90505,1393,754,864,24,C,1435
90506,1399,761,1152,32,C,1448
90507,1405,763,1440,40,C,1452
90508,1411,764,1728,48,C,1454
90509,1416,765,1944,54,C,1456
90510,1421,766,2196,61,C,1458
90511,1425,766,2376,66,C,1458
90512,1429,766,2592,72,C,1458
90513,1432,766,2736,76,C,1458
90514,1435,766,2880,80,C,1458
90515,1437,766,2880,80,C,1458
90516,1439,767,3060,85,C,1460
90517,1441,767,3060,85,C,1460
90518,1443,767,3240,90,C,1460
90519,1444,766,3240,90,C,1458
90520,1445,765,3240,90,C,1456
90521,1446,767,3384,94,C,1460
90522,1447,767,3384,94,C,1460
90523,1448,767,3384,94,C,1460
90524,1449,767,3528,98,C,1460
90525,1450,767,3528,98,C,1460
90526,1451,767,3528,98,C,1460
90527,1452,767,3600,100,C,1460
90528,1453,767,3600,100,C,1460
90529,1453,767,3600,100,C,1460
90530,1453,767,3600,100,C,1460
90531,1453,767,3600,100,C,1460
90532,1453,767,3600,100,C,1460
90533,1453,767,3600,100,C,1460
90534,1453,767,3600,100,C,1460
90535,1453,767,3600,100,C,1460
90536,1453,767,3600,100,C,1460
90537,1453,767,3600,100,C,1460
90538,1453,767,3600,100,C,1460
90539,1453,767,3600,100,C,1460
90540,1453,767,3600,100,C,1460
90541,1453,767,3600,100,C,1460
90542,1453,767,3600,100,C,1460
90543,1453,767,3600,100,C,1460
90544,1453,767,3600,100,C,1460
90545,1453,767,3600,100,C,1460
90546,1453,767,3600,100,C,1460
90547,1453,767,3600,100,C,1460
90548,1453,767,3600,100,C,1460
90549,1453,767,3600,100,C,1460
90550,1453,767,3600,100,C,1460
90551,1453,767,3600,100,C,1460
90552,1453,767,3600,100,C,1460
90553,1453,767,3600,100,C,1460
90554,1453,767,3600,100,C,1460
90555,1453,767,3600,100,C,1460
90556,1453,767,3600,100,C,1460
90557,1453,767,3600,100,C,1460
90558,1453,767,3600,100,C,1460
90559,1453,767,3600,100,C,1460
90560,1453,767,3600,100,C,1460
90561,1453,767,3600,100,C,1460
90562,1453,767,3600,100,C,1460
90563,1453,767,3600,100,C,1460
90564,1453,767,3600,100,C,1460
90565,1453,767,3600,100,C,1460
90566,1453,767,3600,100,C,1460
90567,1453,767,3600,100,C,1460
90568,1453,767,3600,100,C,1460
90569,1453,767,3600,100,C,1460
90570,1453,767,3600,100,C,1460
