
------- Starting Log at: 10/10/2024, 14:06:30
This Arduino Board: Arduino Leonardo (COM4) on Port: COM4
USBCDCNeeded: 1
Enabled the watchdog with max countdown of 8000 milliseconds!

Seconds,VBat,A2Dval,SecsLeft,%CapRemain,Ch/Dis
2462,1456,767,3600,100,C,1460
2464,1456,768,3600,100,C,1462
2466,1456,767,3600,100,C,1460
2468,1456,767,3600,100,C,1460
2470,1456,768,3600,100,C,1462
2472,1456,767,3600,100,C,1460
2474,1456,767,3600,100,C,1460
2476,1456,767,3600,100,C,1460
2478,1456,767,3600,100,C,1460
2480,1456,768,3600,100,C,1462
2482,1456,767,3600,100,C,1460
2484,1456,768,3600,100,C,1462
2486,1456,767,3600,100,C,1460
2488,1456,767,3600,100,C,1460
2490,1456,767,3600,100,C,1460
2492,1456,767,3600,100,C,1460
2494,1456,768,3600,100,C,1462
2496,1456,767,3600,100,C,1460
2498,1456,767,3600,100,C,1460
2500,1456,768,3600,100,C,1462
2502,1456,767,3600,100,C,1460
2504,1456,767,3600,100,C,1460
2506,1456,768,3600,100,C,1462
2508,1456,767,3600,100,C,1460
2510,1456,767,3600,100,C,1460
2512,1456,767,3600,100,C,1460
2514,1456,767,3600,100,C,1460
2516,1456,767,3600,100,C,1460
2518,1456,767,3600,100,C,1460
2520,1456,767,3600,100,C,1460
2522,1456,767,3600,100,C,1460
2524,1456,767,3600,100,C,1460
2526,1456,767,3600,100,C,1460
2528,1456,767,3600,100,C,1460
2530,1456,767,3600,100,C,1460
2532,1456,767,3600,100,C,1460
2534,1456,767,3600,100,C,1460
2536,1456,768,3600,100,C,1462
2538,1456,768,3600,100,C,1462
2540,1456,767,3600,100,C,1460
2542,1456,767,3600,100,C,1460
2544,1456,767,3600,100,C,1460
2546,1456,767,3600,100,C,1460
2548,1456,767,3600,100,C,1460
2550,1456,767,3600,100,C,1460
2552,1456,767,3600,100,C,1460
2554,1456,767,3600,100,C,1460
2556,1456,767,3600,100,C,1460
2558,1456,768,3600,100,C,1462
2560,1456,768,3600,100,C,1462
2562,1456,767,3600,100,C,1460
2564,1456,767,3600,100,C,1460
2566,1456,767,3600,100,C,1460
2568,1456,767,3600,100,C,1460
2570,1456,768,3600,100,C,1462
2572,1456,767,3600,100,C,1460
2574,1456,767,3600,100,C,1460
2576,1456,767,3600,100,C,1460
2578,1456,767,3600,100,C,1460
2580,1456,767,3600,100,C,1460
2582,1456,768,3600,100,C,1462
2584,1456,767,3600,100,C,1460
2586,1456,767,3600,100,C,1460
2588,1456,767,3600,100,C,1460
2590,1456,767,3600,100,C,1460
2592,1456,768,3600,100,C,1462
2594,1456,768,3600,100,C,1462
2596,1456,767,3600,100,C,1460
2598,1456,768,3600,100,C,1462
2600,1456,767,3600,100,C,1460
2602,1456,767,3600,100,C,1460
2604,1456,767,3600,100,C,1460
2606,1456,767,3600,100,C,1460
2608,1456,767,3600,100,C,1460
2610,1456,767,3600,100,C,1460
2612,1456,767,3600,100,C,1460
2614,1456,768,3600,100,C,1462
2616,1456,767,3600,100,C,1460
2618,1456,768,3600,100,C,1462
2620,1456,768,3600,100,C,1462
2622,1456,768,3600,100,C,1462
2624,1456,768,3600,100,C,1462
2626,1456,767,3600,100,C,1460
2628,1456,767,3600,100,C,1460
2630,1456,767,3600,100,C,1460
2632,1456,767,3600,100,C,1460
2634,1456,767,3600,100,C,1460
2636,1456,767,3600,100,C,1460
2638,1456,768,3600,100,C,1462
2640,1456,768,3600,100,C,1462
2642,1456,767,3600,100,C,1460
2644,1456,767,3600,100,C,1460
2646,1456,768,3600,100,C,1462
2648,1456,767,3600,100,C,1460
2650,1456,767,3600,100,C,1460
2652,1456,767,3600,100,C,1460
2654,1456,768,3600,100,C,1462
2656,1456,767,3600,100,C,1460
2658,1456,767,3600,100,C,1460
2660,1456,768,3600,100,C,1462
2662,1456,768,3600,100,C,1462
2664,1456,767,3600,100,C,1460
2666,1456,767,3600,100,C,1460
2668,1456,767,3600,100,C,1460
2670,1456,768,3600,100,C,1462
2672,1456,767,3600,100,C,1460
2674,1456,768,3600,100,C,1462
2676,1456,767,3600,100,C,1460
2678,1456,767,3600,100,C,1460
2680,1456,768,3600,100,C,1462
2682,1456,768,3600,100,C,1462
2684,1456,767,3600,100,C,1460
2686,1456,768,3600,100,C,1462
2688,1456,768,3600,100,C,1462
2690,1456,768,3600,100,C,1462
2692,1456,768,3600,100,C,1462
2694,1456,768,3600,100,C,1462
2696,1456,768,3600,100,C,1462
2698,1456,767,3600,100,C,1460
2700,1456,767,3600,100,C,1460
2702,1456,767,3600,100,C,1460
2704,1456,767,3600,100,C,1460
2706,1456,767,3600,100,C,1460
2708,1456,768,3600,100,C,1462
2710,1456,768,3600,100,C,1462
2712,1456,768,3600,100,C,1462
2714,1456,768,3600,100,C,1462
2716,1456,767,3600,100,C,1460
2718,1456,767,3600,100,C,1460
2720,1456,767,3600,100,C,1460
2722,1456,767,3600,100,C,1460
2724,1456,768,3600,100,C,1462
2726,1456,767,3600,100,C,1460
2728,1456,767,3600,100,C,1460
2730,1456,768,3600,100,C,1462
2732,1456,767,3600,100,C,1460
2734,1456,768,3600,100,C,1462
2736,1456,768,3600,100,C,1462
2738,1456,768,3600,100,C,1462
2740,1456,768,3600,100,C,1462
2742,1456,768,3600,100,C,1462
2744,1456,768,3600,100,C,1462
2746,1456,768,3600,100,C,1462
2748,1456,768,3600,100,C,1462
2750,1456,768,3600,100,C,1462
2752,1456,768,3600,100,C,1462
2754,1456,768,3600,100,C,1462
2756,1456,768,3600,100,C,1462
2758,1456,768,3600,100,C,1462
2760,1456,767,3600,100,C,1460
2762,1456,768,3600,100,C,1462
2764,1456,768,3600,100,C,1462
2766,1456,768,3600,100,C,1462
2768,1456,768,3600,100,C,1462
2770,1456,767,3600,100,C,1460
2772,1456,767,3600,100,C,1460
2774,1456,768,3600,100,C,1462
2776,1456,768,3600,100,C,1462
2778,1456,768,3600,100,C,1462
2780,1456,768,3600,100,C,1462
2782,1456,768,3600,100,C,1462
2784,1456,768,3600,100,C,1462
2786,1456,768,3600,100,C,1462
2788,1456,768,3600,100,C,1462
2790,1456,768,3600,100,C,1462
2792,1456,768,3600,100,C,1462
2794,1456,768,3600,100,C,1462
2796,1456,768,3600,100,C,1462
2798,1456,768,3600,100,C,1462
2800,1456,768,3600,100,C,1462
2802,1456,767,3600,100,C,1460
2804,1456,767,3600,100,C,1460
2806,1456,767,3600,100,C,1460
2808,1456,768,3600,100,C,1462
2810,1456,768,3600,100,C,1462
2812,1456,767,3600,100,C,1460
2814,1456,767,3600,100,C,1460
2816,1456,768,3600,100,C,1462
2818,1456,767,3600,100,C,1460
2820,1456,768,3600,100,C,1462
2822,1456,768,3600,100,C,1462
2824,1456,767,3600,100,C,1460
2826,1456,767,3600,100,C,1460
2828,1456,768,3600,100,C,1462
2830,1456,768,3600,100,C,1462
2832,1456,768,3600,100,C,1462
2834,1456,768,3600,100,C,1462
2836,1456,768,3600,100,C,1462
2838,1456,768,3600,100,C,1462
2840,1456,768,3600,100,C,1462
2842,1456,768,3600,100,C,1462
2844,1456,767,3600,100,C,1460
2846,1456,767,3600,100,C,1460
2848,1456,767,3600,100,C,1460
2850,1456,767,3600,100,C,1460
2852,1456,767,3600,100,C,1460
2854,1456,767,3600,100,C,1460
2856,1456,767,3600,100,C,1460
2858,1456,767,3600,100,C,1460
2860,1456,767,3600,100,C,1460
2862,1456,767,3600,100,C,1460
2864,1456,767,3600,100,C,1460
2866,1456,768,3600,100,C,1462
2868,1456,767,3600,100,C,1460
2870,1456,768,3600,100,C,1462
2872,1456,767,3600,100,C,1460
2874,1456,768,3600,100,C,1462
2876,1456,767,3600,100,C,1460
2878,1456,767,3600,100,C,1460
2880,1456,767,3600,100,C,1460
2882,1456,767,3600,100,C,1460
2884,1456,768,3600,100,C,1462
2886,1456,768,3600,100,C,1462
2888,1456,767,3600,100,C,1460
2890,1456,768,3600,100,C,1462
2892,1456,768,3600,100,C,1462
2894,1456,768,3600,100,C,1462
2896,1456,768,3600,100,C,1462
2898,1456,767,3600,100,C,1460
2900,1456,768,3600,100,C,1462
2902,1456,767,3600,100,C,1460
2904,1456,767,3600,100,C,1460
2906,1456,767,3600,100,C,1460
2908,1456,767,3600,100,C,1460
2910,1456,767,3600,100,C,1460
2912,1456,768,3600,100,C,1462
2914,1456,767,3600,100,C,1460
2916,1456,767,3600,100,C,1460
2918,1456,767,3600,100,C,1460
2920,1456,768,3600,100,C,1462
2922,1456,767,3600,100,C,1460
2924,1456,767,3600,100,C,1460
2926,1456,767,3600,100,C,1460
2928,1456,767,3600,100,C,1460
2930,1456,767,3600,100,C,1460
2932,1456,767,3600,100,C,1460
2934,1456,767,3600,100,C,1460
2936,1456,767,3600,100,C,1460
2938,1456,767,3600,100,C,1460
2941,1456,767,3600,100,C,1460
2943,1456,767,3600,100,C,1460
2945,1456,767,3600,100,C,1460
2947,1456,768,3600,100,C,1462
2949,1456,767,3600,100,C,1460
2951,1456,767,3600,100,C,1460
2953,1456,768,3600,100,C,1462
2955,1456,767,3600,100,C,1460
2957,1456,767,3600,100,C,1460
2959,1456,767,3600,100,C,1460
2961,1456,767,3600,100,C,1460
2963,1456,767,3600,100,C,1460
2965,1456,767,3600,100,C,1460
2967,1456,767,3600,100,C,1460
2969,1456,767,3600,100,C,1460
2971,1456,767,3600,100,C,1460
2973,1456,768,3600,100,C,1462
2975,1456,768,3600,100,C,1462
2977,1456,768,3600,100,C,1462
2979,1456,767,3600,100,C,1460
2981,1456,768,3600,100,C,1462
2983,1456,767,3600,100,C,1460
2985,1456,767,3600,100,C,1460
2987,1456,767,3600,100,C,1460
2989,1456,767,3600,100,C,1460
2991,1456,768,3600,100,C,1462
2993,1456,767,3600,100,C,1460
2995,1456,768,3600,100,C,1462
2997,1456,767,3600,100,C,1460
2999,1456,767,3600,100,C,1460
3001,1456,767,3600,100,C,1460
3003,1456,767,3600,100,C,1460
3005,1456,768,3600,100,C,1462
3007,1456,767,3600,100,C,1460
3009,1456,767,3600,100,C,1460
3011,1456,767,3600,100,C,1460
3013,1456,767,3600,100,C,1460
3015,1456,767,3600,100,C,1460
3017,1456,767,3600,100,C,1460
3019,1456,767,3600,100,C,1460
3021,1456,768,3600,100,C,1462
3023,1456,767,3600,100,C,1460
3025,1456,767,3600,100,C,1460
3027,1456,768,3600,100,C,1462
3029,1456,767,3600,100,C,1460
3031,1456,767,3600,100,C,1460
3033,1456,767,3600,100,C,1460
3035,1456,768,3600,100,C,1462
3037,1456,767,3600,100,C,1460
3039,1456,767,3600,100,C,1460
3041,1456,767,3600,100,C,1460
3043,1456,767,3600,100,C,1460
3045,1456,768,3600,100,C,1462
3047,1456,768,3600,100,C,1462
3049,1456,767,3600,100,C,1460
3051,1456,768,3600,100,C,1462
3053,1456,768,3600,100,C,1462
3055,1456,768,3600,100,C,1462
3057,1456,767,3600,100,C,1460
3059,1456,767,3600,100,C,1460
3061,1456,768,3600,100,C,1462
3063,1456,767,3600,100,C,1460
3065,1456,768,3600,100,C,1462
3067,1456,768,3600,100,C,1462
3069,1456,767,3600,100,C,1460
3071,1456,768,3600,100,C,1462
3073,1456,767,3600,100,C,1460
3075,1456,767,3600,100,C,1460
3077,1456,767,3600,100,C,1460
3079,1456,767,3600,100,C,1460
3081,1456,767,3600,100,C,1460
3083,1456,767,3600,100,C,1460
3085,1456,767,3600,100,C,1460
3087,1456,767,3600,100,C,1460
3089,1456,767,3600,100,C,1460
3091,1456,768,3600,100,C,1462
3093,1456,768,3600,100,C,1462
3095,1456,767,3600,100,C,1460
3097,1456,767,3600,100,C,1460
3099,1456,767,3600,100,C,1460
3101,1456,768,3600,100,C,1462
3103,1456,767,3600,100,C,1460
3105,1456,767,3600,100,C,1460
3107,1456,768,3600,100,C,1462
3109,1456,767,3600,100,C,1460
3111,1456,768,3600,100,C,1462
3113,1456,767,3600,100,C,1460
3115,1456,768,3600,100,C,1462
3117,1456,768,3600,100,C,1462
3119,1456,767,3600,100,C,1460
3121,1456,767,3600,100,C,1460
3123,1456,768,3600,100,C,1462
3125,1456,767,3600,100,C,1460
3127,1456,767,3600,100,C,1460
3129,1456,768,3600,100,C,1462
3131,1456,768,3600,100,C,1462
3133,1456,768,3600,100,C,1462
3135,1456,767,3600,100,C,1460
3137,1456,768,3600,100,C,1462
3139,1456,768,3600,100,C,1462
3141,1456,768,3600,100,C,1462
3143,1456,767,3600,100,C,1460
3145,1456,768,3600,100,C,1462
3147,1456,768,3600,100,C,1462
3149,1456,768,3600,100,C,1462
3151,1456,768,3600,100,C,1462
3153,1456,768,3600,100,C,1462
3155,1456,768,3600,100,C,1462
3157,1456,767,3600,100,C,1460
3159,1456,768,3600,100,C,1462
3161,1456,767,3600,100,C,1460
3163,1456,768,3600,100,C,1462
3165,1456,768,3600,100,C,1462
3167,1456,768,3600,100,C,1462
3169,1456,768,3600,100,C,1462
3171,1456,768,3600,100,C,1462
3173,1456,768,3600,100,C,1462
3175,1456,768,3600,100,C,1462
3177,1456,767,3600,100,C,1460
3179,1456,767,3600,100,C,1460
3181,1456,768,3600,100,C,1462
3183,1456,768,3600,100,C,1462
3185,1456,768,3600,100,C,1462
3187,1456,767,3600,100,C,1460
3189,1456,768,3600,100,C,1462
3191,1456,767,3600,100,C,1460
3193,1456,767,3600,100,C,1460
3195,1456,768,3600,100,C,1462
3197,1456,768,3600,100,C,1462
3199,1456,768,3600,100,C,1462
3201,1456,768,3600,100,C,1462
3203,1456,767,3600,100,C,1460
3205,1456,768,3600,100,C,1462
3207,1456,767,3600,100,C,1460
3209,1456,767,3600,100,C,1460
3211,1456,767,3600,100,C,1460
3213,1456,768,3600,100,C,1462
3215,1456,768,3600,100,C,1462
3217,1456,768,3600,100,C,1462
3219,1456,768,3600,100,C,1462
3221,1456,768,3600,100,C,1462
3223,1456,768,3600,100,C,1462
3225,1456,768,3600,100,C,1462
3227,1456,768,3600,100,C,1462
3229,1456,768,3600,100,C,1462
3231,1456,768,3600,100,C,1462
3233,1456,767,3600,100,C,1460
3235,1456,768,3600,100,C,1462
3237,1456,768,3600,100,C,1462
3239,1456,767,3600,100,C,1460
3241,1456,768,3600,100,C,1462
3243,1456,768,3600,100,C,1462
3245,1456,768,3600,100,C,1462
3247,1456,768,3600,100,C,1462
3249,1456,768,3600,100,C,1462
3251,1456,768,3600,100,C,1462
3253,1456,768,3600,100,C,1462
3255,1456,768,3600,100,C,1462
3257,1456,767,3600,100,C,1460
3259,1456,768,3600,100,C,1462
3261,1456,768,3600,100,C,1462
3263,1456,767,3600,100,C,1460
3265,1456,767,3600,100,C,1460
3267,1456,767,3600,100,C,1460
3269,1456,767,3600,100,C,1460
3271,1456,767,3600,100,C,1460
3273,1456,768,3600,100,C,1462
3275,1456,767,3600,100,C,1460
3277,1456,767,3600,100,C,1460
3279,1456,768,3600,100,C,1462
3281,1456,767,3600,100,C,1460
3283,1456,767,3600,100,C,1460
3285,1456,768,3600,100,C,1462
3287,1456,767,3600,100,C,1460
3289,1456,767,3600,100,C,1460
3291,1456,767,3600,100,C,1460
3293,1456,768,3600,100,C,1462
3295,1456,768,3600,100,C,1462
3297,1456,767,3600,100,C,1460
3299,1456,768,3600,100,C,1462
3301,1456,767,3600,100,C,1460
3303,1456,768,3600,100,C,1462
3305,1456,768,3600,100,C,1462
3307,1456,768,3600,100,C,1462
3309,1456,768,3600,100,C,1462
3311,1456,767,3600,100,C,1460
3313,1456,768,3600,100,C,1462
3315,1456,768,3600,100,C,1462
3317,1456,768,3600,100,C,1462
3319,1456,767,3600,100,C,1460
3321,1456,768,3600,100,C,1462
3323,1456,768,3600,100,C,1462
3325,1456,768,3600,100,C,1462
3327,1456,767,3600,100,C,1460
3329,1456,768,3600,100,C,1462
3331,1456,768,3600,100,C,1462
3333,1456,768,3600,100,C,1462
3335,1456,768,3600,100,C,1462
3337,1456,768,3600,100,C,1462
3339,1456,768,3600,100,C,1462
3341,1456,768,3600,100,C,1462
3343,1456,768,3600,100,C,1462
3345,1456,768,3600,100,C,1462
3347,1456,768,3600,100,C,1462
3349,1456,768,3600,100,C,1462
3351,1456,768,3600,100,C,1462
3353,1456,768,3600,100,C,1462
3355,1456,768,3600,100,C,1462
3357,1456,768,3600,100,C,1462
3359,1456,768,3600,100,C,1462
3361,1456,768,3600,100,C,1462
3363,1456,768,3600,100,C,1462
3365,1456,768,3600,100,C,1462
3367,1456,768,3600,100,C,1462
3369,1456,768,3600,100,C,1462
3371,1456,767,3600,100,C,1460
3373,1456,768,3600,100,C,1462
3375,1456,768,3600,100,C,1462
3377,1456,768,3600,100,C,1462
3379,1456,768,3600,100,C,1462
3381,1456,768,3600,100,C,1462
3383,1456,767,3600,100,C,1460
3385,1456,767,3600,100,C,1460
3387,1456,768,3600,100,C,1462
3389,1456,768,3600,100,C,1462
3391,1456,767,3600,100,C,1460
3393,1456,768,3600,100,C,1462
3395,1456,768,3600,100,C,1462
3397,1456,767,3600,100,C,1460
3399,1456,767,3600,100,C,1460
3401,1456,768,3600,100,C,1462
3403,1456,767,3600,100,C,1460
3405,1456,768,3600,100,C,1462
3407,1456,767,3600,100,C,1460
3409,1456,768,3600,100,C,1462
3411,1456,768,3600,100,C,1462
3413,1456,767,3600,100,C,1460
3415,1456,767,3600,100,C,1460
3417,1456,768,3600,100,C,1462
3419,1456,768,3600,100,C,1462
3421,1456,768,3600,100,C,1462
3423,1456,768,3600,100,C,1462
3425,1456,768,3600,100,C,1462
3427,1456,768,3600,100,C,1462
3429,1456,767,3600,100,C,1460
3431,1456,768,3600,100,C,1462
3433,1456,767,3600,100,C,1460
3435,1456,768,3600,100,C,1462
3437,1456,767,3600,100,C,1460
3439,1456,768,3600,100,C,1462
3441,1456,767,3600,100,C,1460
3443,1456,767,3600,100,C,1460
3445,1456,768,3600,100,C,1462
3447,1456,768,3600,100,C,1462
3449,1456,767,3600,100,C,1460
3451,1456,768,3600,100,C,1462
3453,1456,768,3600,100,C,1462
3455,1456,767,3600,100,C,1460
3457,1456,768,3600,100,C,1462
3459,1456,767,3600,100,C,1460
3461,1456,768,3600,100,C,1462
3463,1456,768,3600,100,C,1462
3465,1456,768,3600,100,C,1462
3467,1456,768,3600,100,C,1462
3469,1456,768,3600,100,C,1462
3471,1456,768,3600,100,C,1462
3473,1456,768,3600,100,C,1462
3475,1456,768,3600,100,C,1462
3477,1456,767,3600,100,C,1460
3479,1456,767,3600,100,C,1460
3481,1456,768,3600,100,C,1462
3483,1456,768,3600,100,C,1462
3485,1456,768,3600,100,C,1462
3487,1456,768,3600,100,C,1462
3489,1456,767,3600,100,C,1460
3491,1456,767,3600,100,C,1460
3493,1456,767,3600,100,C,1460
3495,1456,768,3600,100,C,1462
3497,1456,767,3600,100,C,1460
3499,1456,768,3600,100,C,1462
3501,1456,768,3600,100,C,1462
3503,1456,767,3600,100,C,1460
3505,1456,768,3600,100,C,1462
3507,1456,767,3600,100,C,1460
3509,1456,767,3600,100,C,1460
3511,1456,768,3600,100,C,1462
3513,1456,768,3600,100,C,1462
3515,1456,768,3600,100,C,1462
3517,1456,767,3600,100,C,1460
3519,1456,767,3600,100,C,1460
3521,1456,767,3600,100,C,1460
3523,1456,768,3600,100,C,1462
3525,1456,768,3600,100,C,1462
3527,1456,768,3600,100,C,1462
3529,1456,768,3600,100,C,1462
3531,1456,768,3600,100,C,1462
3533,1456,767,3600,100,C,1460
3535,1456,768,3600,100,C,1462
3537,1456,768,3600,100,C,1462
3539,1456,768,3600,100,C,1462
3541,1456,768,3600,100,C,1462
3543,1456,768,3600,100,C,1462
3545,1456,768,3600,100,C,1462
3547,1456,768,3600,100,C,1462
3549,1456,768,3600,100,C,1462
3551,1456,768,3600,100,C,1462
3553,1456,768,3600,100,C,1462
3555,1456,768,3600,100,C,1462
3557,1456,768,3600,100,C,1462
3559,1456,768,3600,100,C,1462
3561,1456,768,3600,100,C,1462
3563,1456,767,3600,100,C,1460
3565,1456,768,3600,100,C,1462
3567,1456,768,3600,100,C,1462
3569,1456,768,3600,100,C,1462
3571,1456,768,3600,100,C,1462
3573,1456,767,3600,100,C,1460
3575,1456,768,3600,100,C,1462
3577,1456,768,3600,100,C,1462
3579,1456,768,3600,100,C,1462
3581,1456,768,3600,100,C,1462
3583,1456,768,3600,100,C,1462
3585,1456,768,3600,100,C,1462
3587,1456,768,3600,100,C,1462
3589,1456,768,3600,100,C,1462
3591,1456,768,3600,100,C,1462
3593,1456,768,3600,100,C,1462
3595,1456,768,3600,100,C,1462
3597,1456,765,3600,100,C,1456
3599,1456,768,3600,100,C,1462
3601,1456,768,3600,100,C,1462
3603,1456,768,3600,100,C,1462
3605,1456,768,3600,100,C,1462
3607,1456,768,3600,100,C,1462
3609,1456,768,3600,100,C,1462
3611,1456,768,3600,100,C,1462
3613,1456,767,3600,100,C,1460
3615,1456,768,3600,100,C,1462
3617,1456,768,3600,100,C,1462
3619,1456,767,3600,100,C,1460
3621,1456,768,3600,100,C,1462
3623,1456,768,3600,100,C,1462
3625,1456,768,3600,100,C,1462
3627,1456,767,3600,100,C,1460
3629,1456,768,3600,100,C,1462
3631,1456,768,3600,100,C,1462
3633,1456,768,3600,100,C,1462
3635,1456,768,3600,100,C,1462
3637,1456,767,3600,100,C,1460
3639,1456,768,3600,100,C,1462
3641,1456,768,3600,100,C,1462
3643,1456,768,3600,100,C,1462
3645,1456,768,3600,100,C,1462
3647,1456,768,3600,100,C,1462
3649,1456,767,3600,100,C,1460
3651,1456,767,3600,100,C,1460
3653,1456,767,3600,100,C,1460
3655,1456,768,3600,100,C,1462
3657,1456,767,3600,100,C,1460
3659,1456,768,3600,100,C,1462
3661,1456,768,3600,100,C,1462
3663,1456,768,3600,100,C,1462
3665,1456,768,3600,100,C,1462
3667,1456,768,3600,100,C,1462
3669,1456,768,3600,100,C,1462
3671,1456,767,3600,100,C,1460
3673,1456,768,3600,100,C,1462
3675,1456,768,3600,100,C,1462
3677,1456,768,3600,100,C,1462
3679,1456,768,3600,100,C,1462
3681,1456,767,3600,100,C,1460
3683,1456,768,3600,100,C,1462
3685,1456,768,3600,100,C,1462
3687,1456,767,3600,100,C,1460
3689,1456,768,3600,100,C,1462
3691,1456,768,3600,100,C,1462
3693,1456,767,3600,100,C,1460
3695,1456,768,3600,100,C,1462
3697,1456,768,3600,100,C,1462
3699,1456,768,3600,100,C,1462
3701,1456,768,3600,100,C,1462
3703,1456,768,3600,100,C,1462
3705,1456,768,3600,100,C,1462
3707,1456,768,3600,100,C,1462
3709,1456,768,3600,100,C,1462
3711,1456,767,3600,100,C,1460
3713,1456,768,3600,100,C,1462
3715,1456,768,3600,100,C,1462
3717,1456,768,3600,100,C,1462
3719,1456,768,3600,100,C,1462
3721,1456,768,3600,100,C,1462
3723,1456,768,3600,100,C,1462
3725,1456,768,3600,100,C,1462
3727,1456,767,3600,100,C,1460
3729,1456,768,3600,100,C,1462
3731,1456,768,3600,100,C,1462
3733,1456,768,3600,100,C,1462
3735,1456,768,3600,100,C,1462
3737,1456,768,3600,100,C,1462
3739,1456,768,3600,100,C,1462
3741,1456,768,3600,100,C,1462
3743,1456,768,3600,100,C,1462
3745,1456,768,3600,100,C,1462
3747,1456,768,3600,100,C,1462
3749,1456,767,3600,100,C,1460
3751,1456,768,3600,100,C,1462
3753,1456,768,3600,100,C,1462
3755,1456,768,3600,100,C,1462
3757,1456,768,3600,100,C,1462
3759,1456,768,3600,100,C,1462
3761,1456,768,3600,100,C,1462
3763,1456,768,3600,100,C,1462
3765,1456,768,3600,100,C,1462
3767,1456,768,3600,100,C,1462
3769,1456,768,3600,100,C,1462
3771,1456,768,3600,100,C,1462
3773,1456,768,3600,100,C,1462
3775,1456,768,3600,100,C,1462
3777,1456,768,3600,100,C,1462
3779,1456,768,3600,100,C,1462
3781,1456,768,3600,100,C,1462
3783,1456,768,3600,100,C,1462
3785,1456,768,3600,100,C,1462
3787,1456,768,3600,100,C,1462
3789,1456,768,3600,100,C,1462
3791,1456,768,3600,100,C,1462
3793,1456,768,3600,100,C,1462
3795,1456,768,3600,100,C,1462
3797,1456,768,3600,100,C,1462
3799,1456,768,3600,100,C,1462
3801,1456,768,3600,100,C,1462
3803,1456,768,3600,100,C,1462
3805,1456,768,3600,100,C,1462
3807,1456,767,3600,100,C,1460
3809,1456,768,3600,100,C,1462
3811,1456,768,3600,100,C,1462
3813,1456,768,3600,100,C,1462
3815,1456,768,3600,100,C,1462
3817,1456,768,3600,100,C,1462
3819,1456,768,3600,100,C,1462
3821,1456,768,3600,100,C,1462
3823,1456,768,3600,100,C,1462
3825,1456,768,3600,100,C,1462
3827,1456,768,3600,100,C,1462
3829,1456,768,3600,100,C,1462
3831,1456,768,3600,100,C,1462
3833,1456,767,3600,100,C,1460
3835,1456,768,3600,100,C,1462
3837,1456,768,3600,100,C,1462
3839,1456,768,3600,100,C,1462
3841,1456,768,3600,100,C,1462
3843,1456,767,3600,100,C,1460
3845,1456,768,3600,100,C,1462
3847,1456,768,3600,100,C,1462
3849,1456,768,3600,100,C,1462
3851,1456,768,3600,100,C,1462
3853,1456,768,3600,100,C,1462
3855,1456,768,3600,100,C,1462
3857,1456,768,3600,100,C,1462
3859,1456,768,3600,100,C,1462
3861,1456,768,3600,100,C,1462
3863,1456,768,3600,100,C,1462
3865,1456,768,3600,100,C,1462
3867,1456,767,3600,100,C,1460
3869,1456,768,3600,100,C,1462
3871,1456,768,3600,100,C,1462
3873,1456,768,3600,100,C,1462
3875,1456,768,3600,100,C,1462
3877,1456,768,3600,100,C,1462
3879,1456,768,3600,100,C,1462
3881,1456,768,3600,100,C,1462
3883,1456,768,3600,100,C,1462
3885,1456,768,3600,100,C,1462
3887,1456,768,3600,100,C,1462
3889,1456,768,3600,100,C,1462
3891,1456,768,3600,100,C,1462
3893,1456,767,3600,100,C,1460
3895,1456,768,3600,100,C,1462
3897,1456,768,3600,100,C,1462
3899,1456,768,3600,100,C,1462
3901,1456,768,3600,100,C,1462
3903,1456,767,3600,100,C,1460
3905,1456,768,3600,100,C,1462
3907,1456,768,3600,100,C,1462
3909,1456,768,3600,100,C,1462
3911,1456,768,3600,100,C,1462
3913,1456,768,3600,100,C,1462
3916,1456,768,3600,100,C,1462
3918,1456,767,3600,100,C,1460
3920,1456,768,3600,100,C,1462
3922,1456,768,3600,100,C,1462
3924,1456,768,3600,100,C,1462
3926,1456,768,3600,100,C,1462
3928,1456,768,3600,100,C,1462
3930,1456,768,3600,100,C,1462
3932,1456,768,3600,100,C,1462
3934,1456,768,3600,100,C,1462
3936,1456,768,3600,100,C,1462
3938,1456,768,3600,100,C,1462
3940,1456,768,3600,100,C,1462
3942,1456,768,3600,100,C,1462
3944,1456,768,3600,100,C,1462
3946,1456,768,3600,100,C,1462
3948,1456,768,3600,100,C,1462
3950,1456,768,3600,100,C,1462
3952,1456,768,3600,100,C,1462
3954,1456,768,3600,100,C,1462
3956,1456,768,3600,100,C,1462
3958,1456,767,3600,100,C,1460
3960,1456,767,3600,100,C,1460
3962,1456,768,3600,100,C,1462
3964,1456,768,3600,100,C,1462
3966,1456,768,3600,100,C,1462
3968,1456,768,3600,100,C,1462
3970,1456,768,3600,100,C,1462
3972,1456,768,3600,100,C,1462
3974,1456,768,3600,100,C,1462
3976,1456,768,3600,100,C,1462
3978,1456,768,3600,100,C,1462
3980,1456,768,3600,100,C,1462
3982,1456,768,3600,100,C,1462
3984,1456,768,3600,100,C,1462
3986,1456,768,3600,100,C,1462
3988,1456,768,3600,100,C,1462
3990,1456,768,3600,100,C,1462
3992,1456,768,3600,100,C,1462
3994,1456,768,3600,100,C,1462
3996,1456,768,3600,100,C,1462
3998,1456,767,3600,100,C,1460
4000,1456,767,3600,100,C,1460
4002,1456,768,3600,100,C,1462
