
------- Starting Log at: 10/10/2024, 14:06:30
This Arduino Board: Arduino Leonardo (COM4) on Port: COM4
USBCDCNeeded: 1
Enabled the watchdog with max countdown of 8000 milliseconds!

Seconds,VBat,A2Dval,SecsLeft,%CapRemain,Ch/Dis
916,1458,770,3600,100,C,1465
918,1458,770,3600,100,C,1465
920,1458,770,3600,100,C,1465
922,1458,770,3600,100,C,1465
924,1458,770,3600,100,C,1465
926,1458,770,3600,100,C,1465
928,1458,770,3600,100,C,1465
930,1458,770,3600,100,C,1465
932,1458,770,3600,100,C,1465
934,1458,769,3600,100,C,1464
936,1458,770,3600,100,C,1465
938,1458,770,3600,100,C,1465
940,1458,770,3600,100,C,1465
942,1458,770,3600,100,C,1465
944,1458,770,3600,100,C,1465
946,1458,769,3600,100,C,1464
948,1458,769,3600,100,C,1464
950,1458,770,3600,100,C,1465
952,1458,769,3600,100,C,1464
954,1458,770,3600,100,C,1465
956,1458,770,3600,100,C,1465
958,1458,770,3600,100,C,1465
960,1458,769,3600,100,C,1464
962,1458,769,3600,100,C,1464
964,1458,769,3600,100,C,1464
966,1458,769,3600,100,C,1464
968,1458,769,3600,100,C,1464
970,1458,769,3600,100,C,1464
972,1458,769,3600,100,C,1464
974,1458,769,3600,100,C,1464
976,1458,769,3600,100,C,1464
978,1458,769,3600,100,C,1464
980,1458,769,3600,100,C,1464
982,1458,769,3600,100,C,1464
984,1458,769,3600,100,C,1464
986,1458,770,3600,100,C,1465
989,1458,770,3600,100,C,1465
991,1458,770,3600,100,C,1465
993,1458,770,3600,100,C,1465
995,1458,769,3600,100,C,1464
997,1458,769,3600,100,C,1464
999,1458,769,3600,100,C,1464
1001,1458,770,3600,100,C,1465
1003,1458,770,3600,100,C,1465
1005,1458,770,3600,100,C,1465
1007,1458,770,3600,100,C,1465
1009,1458,770,3600,100,C,1465
1011,1458,770,3600,100,C,1465
1013,1458,770,3600,100,C,1465
1015,1458,769,3600,100,C,1464
1017,1458,770,3600,100,C,1465
1019,1458,770,3600,100,C,1465
1021,1458,769,3600,100,C,1464
1023,1458,770,3600,100,C,1465
1025,1458,770,3600,100,C,1465
1027,1458,770,3600,100,C,1465
1029,1458,769,3600,100,C,1464
1031,1458,770,3600,100,C,1465
1033,1458,769,3600,100,C,1464
1035,1458,769,3600,100,C,1464
1037,1458,770,3600,100,C,1465
1039,1458,769,3600,100,C,1464
1041,1458,769,3600,100,C,1464
1043,1458,770,3600,100,C,1465
1045,1458,769,3600,100,C,1464
1047,1458,769,3600,100,C,1464
1049,1458,769,3600,100,C,1464
1051,1458,769,3600,100,C,1464
1053,1458,769,3600,100,C,1464
1055,1458,769,3600,100,C,1464
1057,1458,769,3600,100,C,1464
1059,1458,769,3600,100,C,1464
1061,1458,769,3600,100,C,1464
1063,1458,769,3600,100,C,1464
1065,1458,769,3600,100,C,1464
1067,1458,769,3600,100,C,1464
1069,1458,769,3600,100,C,1464
1071,1458,769,3600,100,C,1464
1073,1458,769,3600,100,C,1464
1075,1458,769,3600,100,C,1464
1077,1458,769,3600,100,C,1464
1079,1458,769,3600,100,C,1464
1081,1458,767,3600,100,C,1460
1083,1458,770,3600,100,C,1465
1085,1458,769,3600,100,C,1464
1087,1458,769,3600,100,C,1464
1089,1458,769,3600,100,C,1464
1091,1458,769,3600,100,C,1464
1093,1458,769,3600,100,C,1464
1095,1458,769,3600,100,C,1464
1097,1458,769,3600,100,C,1464
1099,1458,769,3600,100,C,1464
1101,1458,769,3600,100,C,1464
1103,1458,769,3600,100,C,1464
1105,1458,769,3600,100,C,1464
1107,1458,769,3600,100,C,1464
1109,1458,769,3600,100,C,1464
1111,1458,769,3600,100,C,1464
1113,1458,769,3600,100,C,1464
1115,1458,769,3600,100,C,1464
1117,1458,769,3600,100,C,1464
1119,1458,770,3600,100,C,1465
1121,1458,769,3600,100,C,1464
1123,1458,769,3600,100,C,1464
1125,1458,769,3600,100,C,1464
1127,1458,769,3600,100,C,1464
1129,1458,770,3600,100,C,1465
1131,1458,769,3600,100,C,1464
1133,1458,769,3600,100,C,1464
1135,1458,769,3600,100,C,1464
1137,1458,769,3600,100,C,1464
1139,1458,769,3600,100,C,1464
1141,1458,769,3600,100,C,1464
1143,1458,769,3600,100,C,1464
1145,1458,770,3600,100,C,1465
1147,1458,770,3600,100,C,1465
1149,1458,770,3600,100,C,1465
1151,1458,770,3600,100,C,1465
1153,1458,769,3600,100,C,1464
1155,1458,770,3600,100,C,1465
1157,1458,769,3600,100,C,1464
1159,1458,769,3600,100,C,1464
1161,1458,769,3600,100,C,1464
1163,1458,769,3600,100,C,1464
1165,1458,770,3600,100,C,1465
1167,1458,769,3600,100,C,1464
1169,1458,769,3600,100,C,1464
1171,1458,769,3600,100,C,1464
1173,1458,769,3600,100,C,1464
1175,1458,769,3600,100,C,1464
1177,1458,769,3600,100,C,1464
1179,1458,769,3600,100,C,1464
1181,1458,769,3600,100,C,1464
1183,1458,769,3600,100,C,1464
1185,1458,769,3600,100,C,1464
1187,1458,769,3600,100,C,1464
1189,1458,769,3600,100,C,1464
1191,1458,769,3600,100,C,1464
1193,1458,769,3600,100,C,1464
1195,1458,769,3600,100,C,1464
1197,1458,770,3600,100,C,1465
1199,1458,770,3600,100,C,1465
1201,1458,770,3600,100,C,1465
1203,1458,769,3600,100,C,1464
1205,1458,768,3600,100,C,1462
1207,1458,768,3600,100,C,1462
1209,1458,768,3600,100,C,1462
1211,1458,768,3600,100,C,1462
1213,1458,768,3600,100,C,1462
1215,1458,768,3600,100,C,1462
1217,1458,768,3600,100,C,1462
1219,1458,768,3600,100,C,1462
1221,1458,768,3600,100,C,1462
1223,1458,768,3600,100,C,1462
1225,1458,768,3600,100,C,1462
1227,1458,768,3600,100,C,1462
1229,1458,768,3600,100,C,1462
1231,1458,768,3600,100,C,1462
1233,1458,768,3600,100,C,1462
1235,1458,768,3600,100,C,1462
1237,1458,768,3600,100,C,1462
1239,1458,768,3600,100,C,1462
1241,1458,767,3600,100,C,1460
1243,1458,767,3600,100,C,1460
1245,1458,767,3600,100,C,1460
1247,1458,767,3600,100,C,1460
1249,1458,767,3600,100,C,1460
1251,1458,767,3600,100,C,1460
1253,1458,767,3600,100,C,1460
1255,1458,767,3600,100,C,1460
1257,1458,767,3600,100,C,1460
1259,1458,767,3600,100,C,1460
1261,1458,767,3600,100,C,1460
1263,1458,767,3600,100,C,1460
1265,1458,767,3600,100,C,1460
1267,1458,767,3600,100,C,1460
1269,1458,767,3600,100,C,1460
1271,1458,767,3600,100,C,1460
1273,1458,767,3600,100,C,1460
1275,1458,768,3600,100,C,1462
1277,1458,767,3600,100,C,1460
1279,1458,767,3600,100,C,1460
1281,1458,767,3600,100,C,1460
1283,1458,767,3600,100,C,1460
1285,1458,767,3600,100,C,1460
1287,1458,767,3600,100,C,1460
1289,1458,767,3600,100,C,1460
1291,1458,767,3600,100,C,1460
1293,1458,767,3600,100,C,1460
1295,1458,767,3600,100,C,1460
1297,1458,767,3600,100,C,1460
1299,1458,768,3600,100,C,1462
1301,1458,768,3600,100,C,1462
1303,1458,768,3600,100,C,1462
1305,1458,767,3600,100,C,1460
1307,1458,767,3600,100,C,1460
1309,1458,768,3600,100,C,1462
1311,1458,767,3600,100,C,1460
1313,1458,767,3600,100,C,1460
1315,1458,767,3600,100,C,1460
1317,1458,767,3600,100,C,1460
1319,1458,767,3600,100,C,1460
1321,1458,767,3600,100,C,1460
1323,1458,767,3600,100,C,1460
1325,1458,767,3600,100,C,1460
1327,1458,767,3600,100,C,1460
1329,1458,767,3600,100,C,1460
1331,1458,767,3600,100,C,1460
1333,1458,767,3600,100,C,1460
1335,1458,768,3600,100,C,1462
1337,1458,767,3600,100,C,1460
1339,1458,767,3600,100,C,1460
1341,1458,767,3600,100,C,1460
1343,1458,767,3600,100,C,1460
1345,1458,767,3600,100,C,1460
1347,1458,767,3600,100,C,1460
1349,1458,767,3600,100,C,1460
1351,1458,767,3600,100,C,1460
1353,1458,767,3600,100,C,1460
1355,1458,767,3600,100,C,1460
1357,1458,767,3600,100,C,1460
1359,1458,767,3600,100,C,1460
1361,1458,767,3600,100,C,1460
1363,1458,767,3600,100,C,1460
1365,1458,767,3600,100,C,1460
1367,1458,767,3600,100,C,1460
1369,1458,767,3600,100,C,1460
1371,1458,767,3600,100,C,1460
1373,1458,767,3600,100,C,1460
1375,1458,767,3600,100,C,1460
1377,1458,767,3600,100,C,1460
1379,1458,767,3600,100,C,1460
1381,1458,767,3600,100,C,1460
1383,1458,767,3600,100,C,1460
1385,1458,767,3600,100,C,1460
1387,1458,767,3600,100,C,1460
1389,1458,767,3600,100,C,1460
1391,1458,767,3600,100,C,1460
1393,1458,767,3600,100,C,1460
1395,1458,768,3600,100,C,1462
1397,1458,767,3600,100,C,1460
1399,1458,767,3600,100,C,1460
1401,1458,767,3600,100,C,1460
1403,1458,767,3600,100,C,1460
1405,1458,767,3600,100,C,1460
1407,1458,767,3600,100,C,1460
1409,1458,767,3600,100,C,1460
1411,1458,767,3600,100,C,1460
1413,1458,767,3600,100,C,1460
1415,1458,767,3600,100,C,1460
1417,1458,767,3600,100,C,1460
1419,1458,767,3600,100,C,1460
1421,1458,767,3600,100,C,1460
1423,1458,767,3600,100,C,1460
1425,1458,767,3600,100,C,1460
1427,1458,767,3600,100,C,1460
1429,1458,767,3600,100,C,1460
1431,1458,767,3600,100,C,1460
1433,1458,767,3600,100,C,1460
1435,1458,767,3600,100,C,1460
1437,1458,767,3600,100,C,1460
1439,1458,767,3600,100,C,1460
1441,1457,767,3600,100,C,1460
1443,1457,767,3600,100,C,1460
1445,1457,767,3600,100,C,1460
1447,1457,767,3600,100,C,1460
1449,1457,767,3600,100,C,1460
1451,1457,767,3600,100,C,1460
1453,1457,767,3600,100,C,1460
1455,1457,768,3600,100,C,1462
1457,1457,767,3600,100,C,1460
1459,1457,767,3600,100,C,1460
1461,1457,767,3600,100,C,1460
1463,1457,767,3600,100,C,1460
1465,1457,767,3600,100,C,1460
1467,1457,767,3600,100,C,1460
1469,1457,767,3600,100,C,1460
1471,1457,767,3600,100,C,1460
1473,1457,767,3600,100,C,1460
1475,1457,767,3600,100,C,1460
1477,1457,767,3600,100,C,1460
1479,1457,767,3600,100,C,1460
1481,1457,767,3600,100,C,1460
1483,1457,767,3600,100,C,1460
1485,1457,767,3600,100,C,1460
1487,1457,768,3600,100,C,1462
1489,1457,768,3600,100,C,1462
1491,1457,767,3600,100,C,1460
1493,1457,767,3600,100,C,1460
1495,1457,767,3600,100,C,1460
1497,1457,767,3600,100,C,1460
1499,1457,767,3600,100,C,1460
1501,1457,767,3600,100,C,1460
1503,1457,767,3600,100,C,1460
1505,1457,767,3600,100,C,1460
1507,1457,767,3600,100,C,1460
1509,1457,767,3600,100,C,1460
1511,1457,767,3600,100,C,1460
1513,1457,767,3600,100,C,1460
1515,1457,768,3600,100,C,1462
1517,1457,767,3600,100,C,1460
1519,1457,767,3600,100,C,1460
1521,1457,767,3600,100,C,1460
1523,1457,767,3600,100,C,1460
1525,1457,767,3600,100,C,1460
1527,1457,767,3600,100,C,1460
1529,1457,767,3600,100,C,1460
1531,1457,768,3600,100,C,1462
1533,1457,767,3600,100,C,1460
1535,1457,767,3600,100,C,1460
1537,1457,767,3600,100,C,1460
1539,1457,768,3600,100,C,1462
1541,1457,767,3600,100,C,1460
1543,1457,767,3600,100,C,1460
1545,1457,767,3600,100,C,1460
1547,1457,768,3600,100,C,1462
1549,1457,767,3600,100,C,1460
1551,1457,768,3600,100,C,1462
1553,1457,767,3600,100,C,1460
1555,1457,767,3600,100,C,1460
1557,1457,767,3600,100,C,1460
1559,1457,767,3600,100,C,1460
1561,1457,767,3600,100,C,1460
1563,1457,767,3600,100,C,1460
1565,1457,767,3600,100,C,1460
1567,1457,768,3600,100,C,1462
1569,1457,767,3600,100,C,1460
1571,1457,768,3600,100,C,1462
1573,1457,767,3600,100,C,1460
1575,1457,768,3600,100,C,1462
1577,1457,767,3600,100,C,1460
1579,1457,767,3600,100,C,1460
1581,1457,767,3600,100,C,1460
1583,1457,767,3600,100,C,1460
1585,1457,767,3600,100,C,1460
1587,1457,767,3600,100,C,1460
1589,1457,767,3600,100,C,1460
1591,1457,767,3600,100,C,1460
1593,1457,767,3600,100,C,1460
1595,1457,767,3600,100,C,1460
1597,1457,767,3600,100,C,1460
1599,1457,767,3600,100,C,1460
1601,1457,767,3600,100,C,1460
1603,1457,767,3600,100,C,1460
1605,1457,767,3600,100,C,1460
1607,1457,767,3600,100,C,1460
1609,1457,767,3600,100,C,1460
1611,1457,767,3600,100,C,1460
1613,1457,767,3600,100,C,1460
1615,1457,767,3600,100,C,1460
1617,1457,767,3600,100,C,1460
1619,1457,767,3600,100,C,1460
1621,1457,767,3600,100,C,1460
1623,1457,767,3600,100,C,1460
1625,1457,767,3600,100,C,1460
1627,1457,767,3600,100,C,1460
1629,1457,767,3600,100,C,1460
1631,1457,767,3600,100,C,1460
1633,1457,767,3600,100,C,1460
1635,1457,768,3600,100,C,1462
1637,1457,767,3600,100,C,1460
1639,1457,767,3600,100,C,1460
1641,1457,767,3600,100,C,1460
1643,1457,767,3600,100,C,1460
1645,1457,767,3600,100,C,1460
1647,1457,767,3600,100,C,1460
1649,1457,767,3600,100,C,1460
1651,1457,767,3600,100,C,1460
1653,1457,767,3600,100,C,1460
1655,1457,768,3600,100,C,1462
1657,1457,767,3600,100,C,1460
1659,1457,767,3600,100,C,1460
1661,1457,767,3600,100,C,1460
1663,1457,767,3600,100,C,1460
1665,1457,767,3600,100,C,1460
1667,1457,767,3600,100,C,1460
1669,1457,767,3600,100,C,1460
1671,1457,767,3600,100,C,1460
1673,1457,767,3600,100,C,1460
1675,1457,767,3600,100,C,1460
1677,1457,768,3600,100,C,1462
1679,1457,767,3600,100,C,1460
1681,1457,767,3600,100,C,1460
1683,1457,767,3600,100,C,1460
1685,1457,767,3600,100,C,1460
1687,1457,768,3600,100,C,1462
1689,1457,767,3600,100,C,1460
1691,1457,767,3600,100,C,1460
1693,1457,767,3600,100,C,1460
1695,1457,768,3600,100,C,1462
1697,1457,768,3600,100,C,1462
1699,1457,767,3600,100,C,1460
1701,1457,767,3600,100,C,1460
1703,1457,768,3600,100,C,1462
1705,1457,768,3600,100,C,1462
1707,1457,768,3600,100,C,1462
1709,1457,767,3600,100,C,1460
1711,1457,767,3600,100,C,1460
1713,1457,767,3600,100,C,1460
1715,1457,767,3600,100,C,1460
1717,1457,767,3600,100,C,1460
1719,1457,767,3600,100,C,1460
1721,1457,767,3600,100,C,1460
1723,1457,767,3600,100,C,1460
1725,1457,767,3600,100,C,1460
1727,1457,767,3600,100,C,1460
1729,1457,767,3600,100,C,1460
1731,1457,767,3600,100,C,1460
1733,1457,767,3600,100,C,1460
1735,1457,767,3600,100,C,1460
1737,1457,767,3600,100,C,1460
1739,1457,767,3600,100,C,1460
1741,1457,767,3600,100,C,1460
1743,1457,767,3600,100,C,1460
1745,1457,767,3600,100,C,1460
1747,1457,767,3600,100,C,1460
1749,1457,767,3600,100,C,1460
1751,1457,768,3600,100,C,1462
1753,1457,767,3600,100,C,1460
1755,1457,768,3600,100,C,1462
1757,1457,767,3600,100,C,1460
1759,1457,767,3600,100,C,1460
1761,1457,767,3600,100,C,1460
1763,1457,767,3600,100,C,1460
1765,1457,767,3600,100,C,1460
1767,1457,767,3600,100,C,1460
1769,1457,767,3600,100,C,1460
1771,1457,767,3600,100,C,1460
1773,1457,767,3600,100,C,1460
1775,1457,767,3600,100,C,1460
1777,1457,767,3600,100,C,1460
1779,1457,767,3600,100,C,1460
1781,1457,767,3600,100,C,1460
1783,1457,767,3600,100,C,1460
1785,1457,767,3600,100,C,1460
1787,1457,767,3600,100,C,1460
1789,1457,767,3600,100,C,1460
1791,1457,767,3600,100,C,1460
1793,1457,767,3600,100,C,1460
1795,1457,767,3600,100,C,1460
1797,1457,767,3600,100,C,1460
1799,1456,767,3600,100,C,1460
1801,1456,768,3600,100,C,1462
1803,1456,767,3600,100,C,1460
1805,1456,767,3600,100,C,1460
1807,1456,767,3600,100,C,1460
1809,1456,768,3600,100,C,1462
1811,1456,767,3600,100,C,1460
1813,1456,767,3600,100,C,1460
1815,1456,767,3600,100,C,1460
1817,1456,767,3600,100,C,1460
1819,1456,767,3600,100,C,1460
1821,1456,767,3600,100,C,1460
1823,1456,767,3600,100,C,1460
1825,1456,767,3600,100,C,1460
1827,1456,767,3600,100,C,1460
1829,1456,767,3600,100,C,1460
1831,1456,767,3600,100,C,1460
1833,1456,767,3600,100,C,1460
1835,1456,767,3600,100,C,1460
1837,1456,767,3600,100,C,1460
1839,1456,768,3600,100,C,1462
1841,1456,767,3600,100,C,1460
1843,1456,767,3600,100,C,1460
1845,1456,767,3600,100,C,1460
1847,1456,768,3600,100,C,1462
1849,1456,767,3600,100,C,1460
1851,1456,767,3600,100,C,1460
1853,1456,767,3600,100,C,1460
1855,1456,768,3600,100,C,1462
1857,1456,767,3600,100,C,1460
1859,1456,768,3600,100,C,1462
1861,1456,768,3600,100,C,1462
1863,1456,767,3600,100,C,1460
1865,1456,767,3600,100,C,1460
1867,1456,767,3600,100,C,1460
1869,1456,767,3600,100,C,1460
1871,1456,767,3600,100,C,1460
1873,1456,767,3600,100,C,1460
1875,1456,768,3600,100,C,1462
1877,1456,767,3600,100,C,1460
1879,1456,768,3600,100,C,1462
1881,1456,767,3600,100,C,1460
1883,1456,767,3600,100,C,1460
1885,1456,767,3600,100,C,1460
1887,1456,767,3600,100,C,1460
1889,1456,767,3600,100,C,1460
1891,1456,767,3600,100,C,1460
1893,1456,767,3600,100,C,1460
1895,1456,767,3600,100,C,1460
1897,1456,767,3600,100,C,1460
1899,1456,767,3600,100,C,1460
1901,1456,767,3600,100,C,1460
1903,1456,768,3600,100,C,1462
1905,1456,767,3600,100,C,1460
1907,1456,768,3600,100,C,1462
1909,1456,768,3600,100,C,1462
1911,1456,767,3600,100,C,1460
1913,1456,767,3600,100,C,1460
1915,1456,768,3600,100,C,1462
1917,1456,767,3600,100,C,1460
1919,1456,767,3600,100,C,1460
1921,1456,768,3600,100,C,1462
1923,1456,768,3600,100,C,1462
1925,1456,767,3600,100,C,1460
1927,1456,767,3600,100,C,1460
1929,1456,768,3600,100,C,1462
1931,1456,767,3600,100,C,1460
1933,1456,767,3600,100,C,1460
1935,1456,767,3600,100,C,1460
1937,1456,768,3600,100,C,1462
1939,1456,768,3600,100,C,1462
1941,1456,767,3600,100,C,1460
1943,1456,768,3600,100,C,1462
1945,1456,767,3600,100,C,1460
1947,1456,767,3600,100,C,1460
1949,1456,768,3600,100,C,1462
1951,1456,767,3600,100,C,1460
1953,1456,768,3600,100,C,1462
1955,1456,768,3600,100,C,1462
1957,1456,767,3600,100,C,1460
1959,1456,767,3600,100,C,1460
1961,1456,768,3600,100,C,1462
1964,1456,768,3600,100,C,1462
1966,1456,768,3600,100,C,1462
1968,1456,767,3600,100,C,1460
1970,1456,768,3600,100,C,1462
1972,1456,767,3600,100,C,1460
1974,1456,768,3600,100,C,1462
1976,1456,768,3600,100,C,1462
1978,1456,768,3600,100,C,1462
1980,1456,767,3600,100,C,1460
1982,1456,767,3600,100,C,1460
1984,1456,768,3600,100,C,1462
1986,1456,767,3600,100,C,1460
1988,1456,767,3600,100,C,1460
1990,1456,768,3600,100,C,1462
1992,1456,768,3600,100,C,1462
1994,1456,767,3600,100,C,1460
1996,1456,768,3600,100,C,1462
1998,1456,768,3600,100,C,1462
2000,1456,767,3600,100,C,1460
2002,1456,767,3600,100,C,1460
2004,1456,768,3600,100,C,1462
2006,1456,768,3600,100,C,1462
2008,1456,767,3600,100,C,1460
2010,1456,767,3600,100,C,1460
2012,1456,767,3600,100,C,1460
2014,1456,768,3600,100,C,1462
2016,1456,768,3600,100,C,1462
2018,1456,768,3600,100,C,1462
2020,1456,767,3600,100,C,1460
2022,1456,767,3600,100,C,1460
2024,1456,767,3600,100,C,1460
2026,1456,767,3600,100,C,1460
2028,1456,767,3600,100,C,1460
2030,1456,767,3600,100,C,1460
2032,1456,768,3600,100,C,1462
2034,1456,768,3600,100,C,1462
2036,1456,767,3600,100,C,1460
2038,1456,768,3600,100,C,1462
2040,1456,767,3600,100,C,1460
2042,1456,768,3600,100,C,1462
2044,1456,767,3600,100,C,1460
2046,1456,768,3600,100,C,1462
2048,1456,768,3600,100,C,1462
2050,1456,767,3600,100,C,1460
2052,1456,767,3600,100,C,1460
2054,1456,768,3600,100,C,1462
2056,1456,768,3600,100,C,1462
2058,1456,768,3600,100,C,1462
2060,1456,768,3600,100,C,1462
2062,1456,767,3600,100,C,1460
2064,1456,767,3600,100,C,1460
2066,1456,768,3600,100,C,1462
2068,1456,767,3600,100,C,1460
2070,1456,767,3600,100,C,1460
2072,1456,768,3600,100,C,1462
2074,1456,768,3600,100,C,1462
2076,1456,768,3600,100,C,1462
2078,1456,767,3600,100,C,1460
2080,1456,768,3600,100,C,1462
2082,1456,768,3600,100,C,1462
2084,1456,767,3600,100,C,1460
2086,1456,767,3600,100,C,1460
2088,1456,768,3600,100,C,1462
2090,1456,767,3600,100,C,1460
2092,1456,768,3600,100,C,1462
2094,1456,768,3600,100,C,1462
2096,1456,768,3600,100,C,1462
2098,1456,768,3600,100,C,1462
2100,1456,767,3600,100,C,1460
2102,1456,767,3600,100,C,1460
2104,1456,767,3600,100,C,1460
2106,1456,767,3600,100,C,1460
2108,1456,767,3600,100,C,1460
2110,1456,767,3600,100,C,1460
2112,1456,767,3600,100,C,1460
2114,1456,768,3600,100,C,1462
2116,1456,767,3600,100,C,1460
2118,1456,768,3600,100,C,1462
2120,1456,767,3600,100,C,1460
2122,1456,767,3600,100,C,1460
2124,1456,768,3600,100,C,1462
2126,1456,768,3600,100,C,1462
2128,1456,767,3600,100,C,1460
2130,1456,767,3600,100,C,1460
2132,1456,767,3600,100,C,1460
2134,1456,767,3600,100,C,1460
2136,1456,767,3600,100,C,1460
2138,1456,767,3600,100,C,1460
2140,1456,767,3600,100,C,1460
2142,1456,767,3600,100,C,1460
2144,1456,767,3600,100,C,1460
2146,1456,768,3600,100,C,1462
2148,1456,767,3600,100,C,1460
2150,1456,767,3600,100,C,1460
2152,1456,768,3600,100,C,1462
2154,1456,767,3600,100,C,1460
2156,1456,767,3600,100,C,1460
2158,1456,767,3600,100,C,1460
2160,1456,767,3600,100,C,1460
2162,1456,767,3600,100,C,1460
2164,1456,767,3600,100,C,1460
2166,1456,767,3600,100,C,1460
2168,1456,768,3600,100,C,1462
2170,1456,768,3600,100,C,1462
2172,1456,767,3600,100,C,1460
2174,1456,767,3600,100,C,1460
2176,1456,767,3600,100,C,1460
2178,1456,767,3600,100,C,1460
2180,1456,767,3600,100,C,1460
2182,1456,767,3600,100,C,1460
2184,1456,767,3600,100,C,1460
2186,1456,767,3600,100,C,1460
2188,1456,768,3600,100,C,1462
2190,1456,767,3600,100,C,1460
2192,1456,767,3600,100,C,1460
2194,1456,767,3600,100,C,1460
2196,1456,767,3600,100,C,1460
2198,1456,767,3600,100,C,1460
2200,1456,767,3600,100,C,1460
2202,1456,767,3600,100,C,1460
2204,1456,767,3600,100,C,1460
2206,1456,767,3600,100,C,1460
2208,1456,767,3600,100,C,1460
2210,1456,767,3600,100,C,1460
2212,1456,767,3600,100,C,1460
2214,1456,767,3600,100,C,1460
2216,1456,768,3600,100,C,1462
2218,1456,767,3600,100,C,1460
2220,1456,767,3600,100,C,1460
2222,1456,768,3600,100,C,1462
2224,1456,768,3600,100,C,1462
2226,1456,767,3600,100,C,1460
2228,1456,768,3600,100,C,1462
2230,1456,768,3600,100,C,1462
2232,1456,768,3600,100,C,1462
2234,1456,767,3600,100,C,1460
2236,1456,768,3600,100,C,1462
2238,1456,768,3600,100,C,1462
2240,1456,767,3600,100,C,1460
2242,1456,767,3600,100,C,1460
2244,1456,767,3600,100,C,1460
2246,1456,767,3600,100,C,1460
2248,1456,767,3600,100,C,1460
2250,1456,768,3600,100,C,1462
2252,1456,768,3600,100,C,1462
2254,1456,767,3600,100,C,1460
2256,1456,767,3600,100,C,1460
2258,1456,768,3600,100,C,1462
2260,1456,768,3600,100,C,1462
2262,1456,768,3600,100,C,1462
2264,1456,767,3600,100,C,1460
2266,1456,768,3600,100,C,1462
2268,1456,768,3600,100,C,1462
2270,1456,768,3600,100,C,1462
2272,1456,768,3600,100,C,1462
2274,1456,768,3600,100,C,1462
2276,1456,768,3600,100,C,1462
2278,1456,767,3600,100,C,1460
2280,1456,767,3600,100,C,1460
2282,1456,767,3600,100,C,1460
2284,1456,767,3600,100,C,1460
2286,1456,767,3600,100,C,1460
2288,1456,767,3600,100,C,1460
2290,1456,768,3600,100,C,1462
2292,1456,767,3600,100,C,1460
2294,1456,767,3600,100,C,1460
2296,1456,767,3600,100,C,1460
2298,1456,767,3600,100,C,1460
2300,1456,768,3600,100,C,1462
2302,1456,767,3600,100,C,1460
2304,1456,767,3600,100,C,1460
2306,1456,767,3600,100,C,1460
2308,1456,768,3600,100,C,1462
2310,1456,767,3600,100,C,1460
2312,1456,767,3600,100,C,1460
2314,1456,767,3600,100,C,1460
2316,1456,767,3600,100,C,1460
2318,1456,767,3600,100,C,1460
2320,1456,768,3600,100,C,1462
2322,1456,767,3600,100,C,1460
2324,1456,767,3600,100,C,1460
2326,1456,767,3600,100,C,1460
2328,1456,767,3600,100,C,1460
2330,1456,768,3600,100,C,1462
2332,1456,767,3600,100,C,1460
2334,1456,768,3600,100,C,1462
2336,1456,768,3600,100,C,1462
2338,1456,767,3600,100,C,1460
2340,1456,767,3600,100,C,1460
2342,1456,768,3600,100,C,1462
2344,1456,767,3600,100,C,1460
2346,1456,767,3600,100,C,1460
2348,1456,767,3600,100,C,1460
2350,1456,767,3600,100,C,1460
2352,1456,767,3600,100,C,1460
2354,1456,767,3600,100,C,1460
2356,1456,768,3600,100,C,1462
2358,1456,768,3600,100,C,1462
2360,1456,768,3600,100,C,1462
2362,1456,767,3600,100,C,1460
2364,1456,767,3600,100,C,1460
2366,1456,768,3600,100,C,1462
2368,1456,767,3600,100,C,1460
2370,1456,767,3600,100,C,1460
2372,1456,767,3600,100,C,1460
2374,1456,767,3600,100,C,1460
2376,1456,767,3600,100,C,1460
2378,1456,767,3600,100,C,1460
2380,1456,767,3600,100,C,1460
2382,1456,767,3600,100,C,1460
2384,1456,767,3600,100,C,1460
2386,1456,768,3600,100,C,1462
2388,1456,767,3600,100,C,1460
2390,1456,767,3600,100,C,1460
2392,1456,767,3600,100,C,1460
2394,1456,767,3600,100,C,1460
2396,1456,767,3600,100,C,1460
2398,1456,767,3600,100,C,1460
2400,1456,768,3600,100,C,1462
2402,1456,767,3600,100,C,1460
2404,1456,767,3600,100,C,1460
2406,1456,767,3600,100,C,1460
2408,1456,767,3600,100,C,1460
2410,1456,767,3600,100,C,1460
2412,1456,767,3600,100,C,1460
2414,1456,767,3600,100,C,1460
2416,1456,767,3600,100,C,1460
2418,1456,767,3600,100,C,1460
2420,1456,767,3600,100,C,1460
2422,1456,767,3600,100,C,1460
2424,1456,767,3600,100,C,1460
2426,1456,767,3600,100,C,1460
2428,1456,767,3600,100,C,1460
2430,1456,767,3600,100,C,1460
2432,1456,768,3600,100,C,1462
2434,1456,768,3600,100,C,1462
2436,1456,768,3600,100,C,1462
2438,1456,767,3600,100,C,1460
2440,1456,768,3600,100,C,1462
2442,1456,768,3600,100,C,1462
2444,1456,767,3600,100,C,1460
2446,1456,767,3600,100,C,1460
2448,1456,768,3600,100,C,1462
2450,1456,768,3600,100,C,1462
2452,1456,767,3600,100,C,1460
2454,1456,768,3600,100,C,1462
2456,1456,767,3600,100,C,1460
2458,1456,767,3600,100,C,1460
2460,1456,767,3600,100,C,1460
